code,description,bec
390939,"Amino-resins: n.e.c. in heading no. 3909, in primary forms, other than poly(methylene phenyl isocyanate) (Crude MDI, polymeric MDI)",22
390940,Phenolic resins: in primary forms,22
390950,Polyurethanes: in primary forms,22
391000,Silicones: in primary forms,22
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes: in primary forms",22
391190,"Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39: in primary forms",22
391211,"Cellulose acetates: non-plasticised, in primary forms",22
391212,"Cellulose acetates: plasticised, in primary forms",22
391220,Cellulose nitrates (including collodions): in primary forms,22
391231,"Cellulose ethers: carboxymethylcellulose and its salts, in primary forms",22
391239,"Cellulose ethers: (other than carboxymethylcellulose and its salts), in primary forms",22
391290,"Cellulose and its chemical derivatives: n.e.c. in item no. 3912, in primary forms",22
391310,"Polymers, natural: alginic acid, its salts and esters, in primary forms",22
391390,"Polymers, natural and modified natural: in primary forms (excluding alginic acid, its salts and esters)",22
391400,"Ion-exchangers: based on polymers of heading no. 3901 to 3913, in primary forms",22
391510,"Ethylene polymers: waste, parings and scrap",21
391520,"Styrene polymers: waste, parings and scrap",21
391530,"Vinyl chloride polymers: waste, parings and scrap",21
391590,"Plastics n.e.c. in heading no. 3915: waste, parings and scrap",21
391610,"Ethylene polymers: monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",22
391620,"Vinyl chloride polymers: monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",22
391690,"Plastics: monofilament, of plastics n.e.c. in heading no. 3916, cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",22
391710,Plastics: artificial guts (sausage casings) of hardened protein or of cellulosic materials,22
391721,"Plastics: tubes, pipes and hoses thereof, rigid, of polymers of ethylene",22
391722,"Plastics: tubes, pipes and hoses thereof, rigid, of polymers of propylene",22
391723,"Plastics: tubes, pipes and hoses thereof, rigid, of polymers of vinyl chloride",22
391729,"Plastics: tubes, pipes and hoses thereof, rigid, of plastics n.e.c. in heading no. 3917",22
391731,"Plastics: tubes, pipes and hoses thereof, flexible, having a minimum burst pressure of 27.6MPa",22
391732,"Plastics: tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, without fittings",22
391733,"Plastics: tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, with fittings",22
391739,"Plastics: tubes, pipes and hoses thereof, n.e.c. in item no. 3917.30",22
391740,"Plastics: tube, pipe and hose fittings (e.g. joints, elbows, flanges)",22
391810,"Floor, wall or ceiling coverings: of polymers of vinyl chloride, whether or not self-adhesive, in rolls or in the form of tiles",22
391890,"Floor, wall or ceiling coverings: of plastics (excluding polymers of vinyl chloride), whether or not self-adhesive, in rolls or in the form of tiles",22
391910,"Plastics: plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, in rolls of a width not exceeding 20cm",22
391990,"Plastics: plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, other than in rolls of a width not exceeding 20cm",22
392010,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of polymers of ethylene, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392020,"Plastics: of polymers of propylene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392030,"Plastics: of polymers of styrene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392043,"Plastics: polymers of vinyl chloride, containing by weight not less than 6% of plasticisers: plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392049,"Plastics: polymers of vinyl chloride, containing by weight, less than 6% of plasticisers: plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392051,"Plastics: of acrylic polymers, polymethyl methacrylate, plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392059,"Plastics: of acrylic polymers (excluding polymethyl methacrylate), plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392061,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of polycarbonates, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392062,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of poly(ethylene terephthalate), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392063,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of unsaturated polyesters, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392069,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of polyesters n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392071,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of regenerated cellulose: non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392073,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of cellulose acetate, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392079,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of cellulose derivatives n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392091,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of poly(vinyl butyral), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392092,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of polyamides, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392093,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of amino-resins, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392094,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of phenolic resins, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392099,"Plastics: plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",22
392111,"Plastics: plates, sheets, film, foil and strip, of polymers of styrene, cellular",22
392112,"Plastics: plates, sheets, film, foil and strip, of polymers of vinyl chloride, cellular",22
392113,"Plastics: plates, sheets, film, foil and strip, of polyurethanes, cellular",22
392114,"Plastics: plates, sheets, film, foil and strip, of regenerated cellulose, cellular",22
392119,"Plastics: plates, sheets, film, foil and strip, of plastics n.e.c. in heading no. 3921, cellular",22
392190,"Plastics: plates, sheets, film, foil and strip, other than cellular",22
392210,"Plastics: baths, shower-baths, sinks and wash-basins",22
392220,Plastics: lavatory seats and covers,62
392290,"Plastics: bidets, lavatory pans, flushing cisterns and similar sanitary ware n.e.c. in heading no. 3922",22
