Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","40","Chile","5610","Import Quantity","4012","Superphosphates above 35%","2018","2018","tonnes","129697.09","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5610","Import Quantity","4012","Superphosphates above 35%","2019","2019","tonnes","86071.39","X","International reliable sources"
"RFB","Fertilizers by Product","40","Chile","5622","Import Value","4012","Superphosphates above 35%","2018","2018","1000 US$","46273.21","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5622","Import Value","4012","Superphosphates above 35%","2019","2019","1000 US$","27130.89","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5910","Export Quantity","4012","Superphosphates above 35%","2018","2018","tonnes","0.01","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5922","Export Value","4012","Superphosphates above 35%","2018","2018","1000 US$","0.05","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5610","Import Quantity","4001","Urea","2018","2018","tonnes","530252.67","X","International reliable sources"
"RFB","Fertilizers by Product","40","Chile","5610","Import Quantity","4001","Urea","2019","2019","tonnes","539091.44","X","International reliable sources"
"RFB","Fertilizers by Product","40","Chile","5622","Import Value","4001","Urea","2018","2018","1000 US$","167023.41","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5622","Import Value","4001","Urea","2019","2019","1000 US$","170611.04","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5910","Export Quantity","4001","Urea","2018","2018","tonnes","1610.01","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5910","Export Quantity","4001","Urea","2019","2019","tonnes","1269.93","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5922","Export Value","4001","Urea","2018","2018","1000 US$","600.03","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","40","Chile","5922","Export Value","4001","Urea","2019","2019","1000 US$","464.32","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","64658.71","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","1.69","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4022","Diammonium phosphate (DAP)","2018","2018","1000 US$","24545.23","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4022","Diammonium phosphate (DAP)","2019","2019","1000 US$","13.8","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","7468509.43","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","6476829.18","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4022","Diammonium phosphate (DAP)","2018","2018","1000 US$","3080693.6","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4022","Diammonium phosphate (DAP)","2019","2019","1000 US$","2314620.1","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4011","Phosphate rock","2018","2018","tonnes","142482.33","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4011","Phosphate rock","2019","2019","tonnes","115684.91","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4011","Phosphate rock","2018","2018","1000 US$","13081.49","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4011","Phosphate rock","2019","2019","1000 US$","10989.59","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4011","Phosphate rock","2018","2018","tonnes","433611.59","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4011","Phosphate rock","2019","2019","tonnes","339687.4","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4011","Phosphate rock","2018","2018","1000 US$","42321.69","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4011","Phosphate rock","2019","2019","1000 US$","33877.09","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","7485251.84","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","9124748.5","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","1856094.84","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","2669801.7","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","198076.37","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","237296.4","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","62610.29","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","84208.71","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4012","Superphosphates above 35%","2018","2018","tonnes","96","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4012","Superphosphates above 35%","2018","2018","1000 US$","36.1","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4012","Superphosphates above 35%","2018","2018","tonnes","1530893.32","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4012","Superphosphates above 35%","2019","2019","tonnes","1522825.46","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4012","Superphosphates above 35%","2018","2018","1000 US$","414527.5","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4012","Superphosphates above 35%","2019","2019","1000 US$","435214.15","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4001","Urea","2018","2018","tonnes","163913.81","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5610","Import Quantity","4001","Urea","2019","2019","tonnes","181618.06","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4001","Urea","2018","2018","1000 US$","45432.58","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5622","Import Value","4001","Urea","2019","2019","1000 US$","46570.54","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4001","Urea","2018","2018","tonnes","2447324.96","X","International reliable sources"
"RFB","Fertilizers by Product","41","China, mainland","5910","Export Quantity","4001","Urea","2019","2019","tonnes","4944819.6","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4001","Urea","2018","2018","1000 US$","775157.75","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","41","China, mainland","5922","Export Value","4001","Urea","2019","2019","1000 US$","1404822.94","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","2063.9","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","1191.4","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4022","Diammonium phosphate (DAP)","2018","2018","1000 US$","1341.33","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4022","Diammonium phosphate (DAP)","2019","2019","1000 US$","989.65","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5910","Export Quantity","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","1","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5922","Export Value","4022","Diammonium phosphate (DAP)","2018","2018","1000 US$","1.43","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4011","Phosphate rock","2018","2018","tonnes","147957.21","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4011","Phosphate rock","2019","2019","tonnes","111941.66","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4011","Phosphate rock","2018","2018","1000 US$","19369.84","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4011","Phosphate rock","2019","2019","1000 US$","14891.27","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5910","Export Quantity","4011","Phosphate rock","2018","2018","tonnes","11.45","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5910","Export Quantity","4011","Phosphate rock","2019","2019","tonnes","67.43","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5922","Export Value","4011","Phosphate rock","2018","2018","1000 US$","1.46","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5922","Export Value","4011","Phosphate rock","2019","2019","1000 US$","4.72","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","328148.66","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","359196.03","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","94637.43","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","114898.36","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","23.1","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","50.77","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","22.18","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","23.17","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","14202.12","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","14125","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5510","Production","4012","Superphosphates above 35%","2018","2018","tonnes","91083.83","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5510","Production","4012","Superphosphates above 35%","2019","2019","tonnes","86252","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4012","Superphosphates above 35%","2018","2018","tonnes","574","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4012","Superphosphates above 35%","2019","2019","tonnes","115","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4012","Superphosphates above 35%","2018","2018","1000 US$","226.66","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4012","Superphosphates above 35%","2019","2019","1000 US$","41.26","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","29772.68","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","28122","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5510","Production","4001","Urea","2018","2018","tonnes","181","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4001","Urea","2018","2018","tonnes","168432.33","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5610","Import Quantity","4001","Urea","2019","2019","tonnes","158109.57","X","International reliable sources"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4001","Urea","2018","2018","1000 US$","52011.63","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5622","Import Value","4001","Urea","2019","2019","1000 US$","50700.57","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5910","Export Quantity","4001","Urea","2018","2018","tonnes","2738","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5910","Export Quantity","4001","Urea","2019","2019","tonnes","10920","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5922","Export Value","4001","Urea","2018","2018","1000 US$","2217.28","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5922","Export Value","4001","Urea","2019","2019","1000 US$","8136.12","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","40523.76","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","214","China, Taiwan Province of","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","39917","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","164700.54","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","148810.22","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4022","Diammonium phosphate (DAP)","2018","2018","1000 US$","73103.79","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4022","Diammonium phosphate (DAP)","2019","2019","1000 US$","57652.99","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","55568.37","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","54777.38","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4011","Phosphate rock","2018","2018","tonnes","62960.63","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4011","Phosphate rock","2019","2019","tonnes","43555.85","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4011","Phosphate rock","2018","2018","1000 US$","7726.63","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4011","Phosphate rock","2019","2019","1000 US$","7308.19","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5910","Export Quantity","4011","Phosphate rock","2018","2018","tonnes","250","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5910","Export Quantity","4011","Phosphate rock","2019","2019","tonnes","624","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5922","Export Value","4011","Phosphate rock","2018","2018","1000 US$","45.3","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5922","Export Value","4011","Phosphate rock","2019","2019","1000 US$","113.83","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","545086.52","X","International reliable sources"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","457486.2","X","International reliable sources"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","163732.4","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","150885.8","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","1022.54","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","207.3","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","581.01","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","255.44","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","138575.29","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","133562.43","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4012","Superphosphates above 35%","2018","2018","tonnes","3164.19","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4012","Superphosphates above 35%","2019","2019","tonnes","5708.25","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4012","Superphosphates above 35%","2018","2018","1000 US$","1281.9","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4012","Superphosphates above 35%","2019","2019","1000 US$","2222.24","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","89.81","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","855","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4001","Urea","2018","2018","tonnes","599082.86","X","International reliable sources"
"RFB","Fertilizers by Product","44","Colombia","5610","Import Quantity","4001","Urea","2019","2019","tonnes","545135.92","X","International reliable sources"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4001","Urea","2018","2018","1000 US$","183826.59","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5622","Import Value","4001","Urea","2019","2019","1000 US$","167625.88","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5910","Export Quantity","4001","Urea","2018","2018","tonnes","111.7","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5910","Export Quantity","4001","Urea","2019","2019","tonnes","552.25","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5922","Export Value","4001","Urea","2018","2018","1000 US$","62.82","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5922","Export Value","4001","Urea","2019","2019","1000 US$","437.36","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","235871.83","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","44","Colombia","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","228858","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5610","Import Quantity","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","21.61","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5622","Import Value","4022","Diammonium phosphate (DAP)","2019","2019","1000 US$","14.4","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5610","Import Quantity","4011","Phosphate rock","2018","2018","tonnes","1.26","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5622","Import Value","4011","Phosphate rock","2018","2018","1000 US$","1.45","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","2143.26","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5610","Import Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","1683.05","X","International reliable sources"
"RFB","Fertilizers by Product","46","Congo","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","2163.05","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5622","Import Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","740.9","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","0.18","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5910","Export Quantity","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","238.08","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","1000 US$","6.59","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5922","Export Value","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","1000 US$","155.63","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5610","Import Quantity","4012","Superphosphates above 35%","2019","2019","tonnes","75.47","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5622","Import Value","4012","Superphosphates above 35%","2019","2019","1000 US$","42.91","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFB","Fertilizers by Product","46","Congo","5610","Import Quantity","4001","Urea","2018","2018","tonnes","240.71","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
