Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFN","Fertilizers by Nutrient","7","Angola","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2018","2018","tonnes","0","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2019","2019","tonnes","0","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2017","2017","tonnes","11948.84","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2018","2018","tonnes","6390.65","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2019","2019","tonnes","10155.35","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","7","Angola","5510","Production","3104","Nutrient potash K2O (total)","2017","2017","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","7","Angola","5510","Production","3104","Nutrient potash K2O (total)","2018","2018","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","7","Angola","5510","Production","3104","Nutrient potash K2O (total)","2019","2019","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","7","Angola","5610","Import Quantity","3104","Nutrient potash K2O (total)","2017","2017","tonnes","13670.58","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5610","Import Quantity","3104","Nutrient potash K2O (total)","2018","2018","tonnes","10533.93","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5610","Import Quantity","3104","Nutrient potash K2O (total)","2019","2019","tonnes","9028.58","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5910","Export Quantity","3104","Nutrient potash K2O (total)","2017","2017","tonnes","30.05","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5910","Export Quantity","3104","Nutrient potash K2O (total)","2018","2018","tonnes","30.11","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5910","Export Quantity","3104","Nutrient potash K2O (total)","2019","2019","tonnes","21.01","Fc","Calculated data"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2017","2017","tonnes","13642.31","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2018","2018","tonnes","10524.33","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","7","Angola","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2019","2019","tonnes","9007.58","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5510","Production","3102","Nutrient nitrogen N (total)","2017","2017","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5510","Production","3102","Nutrient nitrogen N (total)","2018","2018","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5510","Production","3102","Nutrient nitrogen N (total)","2019","2019","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2017","2017","tonnes","7.42","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2018","2018","tonnes","9.02","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2019","2019","tonnes","27.02","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2017","2017","tonnes","0","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2018","2018","tonnes","0","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2019","2019","tonnes","0","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2017","2017","tonnes","8.98","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2018","2018","tonnes","8.59","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2019","2019","tonnes","27.02","Fb","Data obtained as a balance"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5510","Production","3103","Nutrient phosphate P2O5 (total)","2017","2017","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5510","Production","3103","Nutrient phosphate P2O5 (total)","2018","2018","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5510","Production","3103","Nutrient phosphate P2O5 (total)","2019","2019","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2017","2017","tonnes","6.5","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2018","2018","tonnes","2.47","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2019","2019","tonnes","12.45","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","8","Antigua and Barbuda","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2017","2017","tonnes","0","Fk","Calculated data on the basis of official figures"
